"7178";"ОВД ЧАНОВСКОГО Р-НА НОВОСИБИРСКОЙ ОБЛ.";"542-039"
"7179";"ОВД ЧЕРЕПАНОВСКОГО Р-НА НОВОСИБИРСКОЙ ОБЛ.";"542-040"
"7180";"ОВД ЧИСТООЗЕРНОГО Р-НА НОВОСИБИРСКОЙ ОБЛ.";"542-041"
"7181";"ОВД ЧУЛЫМСКОГО Р-НА НОВОСИБИРСКОЙ ОБЛ.";"542-042"
"7182";"ЗАО ГОСТИНИЦА СОСНОВЫЙ БОР";"542-201"
"7183";"ОТДЕЛЕНИЕ ВНУТРЕННИХ ДЕЛ Г.НОВОСИБИРСКА-95";"543-003"
"7224";"УВД ОМСКОЙ ОБЛ.";"551-001"
"7225";"УВД КИРОВСКОГО АДМИНИСТРАТИВНОГО ОКРУГА Г. ОМСКА";"552-001"
"7226";"УВД ЛЕНИНСКОГО АДМИНИСТРАТИВНОГО ОКРУГА Г. ОМСКА";"552-002"
"7227";"УВД ОКТЯБРЬСКОГО АДМИНИСТРАТИВНОГО ОКРУГА Г. ОМСКА";"552-003"
"7228";"ПЕРВОМАЙСКОЕ УВД СОВЕТСКОГО АДМИНИСТРАТИВНОГО ОКРУГА Г. ОМСКА";"552-004"
"7229";"СОВЕТСКОЕ УВД СОВЕТСКОГО АДМИНИСТРАТИВНОГО ОКРУГА Г. ОМСКА";"552-005"
"7230";"УВД ЦЕНТРАЛЬНОГО АДМИНИСТРАТИВНОГО ОКРУГА Г. ОМСКА";"552-006"
"7231";"ОВД АЗОВСКОГО Р-НА ОМСКОЙ ОБЛ.";"552-007"
"7232";"ОВД БОЛЬШЕРЕЧЕНСКОГО Р-НА ОМСКОЙ ОБЛ.";"552-008"
"7233";"ОВД БОЛЬШЕУКОВСКОГО Р-НА ОМСКОЙ ОБЛ.";"552-009"
"7234";"ОВД ГОРЬКОВСКОГО Р-НА ОМСКОЙ ОБЛ.";"552-010"
"7235";"ОВД ЗНАМЕНСКОГО Р-НА ОМСКОЙ ОБЛ.";"552-011"
"7236";"ОВД ИСИЛЬКУЛЬСКОГО Р-НА ОМСКОЙ ОБЛ.";"552-012"
"7237";"ОВД КАЛАЧИНСКОГО Р-НА ОМСКОЙ ОБЛ.";"552-013"
"7238";"ОВД КОЛОСОВСКОГО Р-НА ОМСКОЙ ОБЛ.";"552-014"
"7239";"ОВД КОРМИЛОВСКОГО Р-НА ОМСКОЙ ОБЛ.";"552-015"
"7240";"ОВД КРУТИНСКОГО Р-НА ОМСКОЙ ОБЛ.";"552-016"
"7241";"ОВД ЛЮБИНСКОГО Р-НА ОМСКОЙ ОБЛ.";"552-017"
"7242";"ОВД МАРЬЯНОВСКОГО Р-НА ОМСКОЙ ОБЛ.";"552-018"
"7243";"ОВД МОСКАЛЕНСКОГО Р-НА ОМСКОЙ ОБЛ.";"552-019"
"7244";"ОВД МУРОМЦЕВСКОГО Р-НА ОМСКОЙ ОБЛ.";"552-020"
"7245";"ОВД НАЗЫВАЕВСКОГО Р-НА ОМСКОЙ ОБЛ.";"552-021"
"7246";"ОВД НИЖНЕОМСКОГО Р-НА ОМСКОЙ ОБЛ.";"552-022"
"7247";"ОВД НОВОВАРШАВСКОГО Р-НА ОМСКОЙ ОБЛ.";"552-023"
"7248";"ОВД ОДЕССКОГО Р-НА ОМСКОЙ ОБЛ.";"552-024"
"7249";"ОВД ОМСКОГО Р-НА ОМСКОЙ ОБЛ.";"552-025"
"7250";"ОВД ОКОНЕШНИКОВСКОГО Р-НА ОМСКОЙ ОБЛ.";"552-026"
"7251";"ОВД ПАВЛОГРАДСКОГО Р-НА ОМСКОЙ ОБЛ.";"552-027"
"7252";"ОВД ПОЛТАВСКОГО Р-НА ОМСКОЙ ОБЛ.";"552-028"
"7253";"ОВД РУССКО-ПОЛЯНСКОГО Р-НА ОМСКОЙ ОБЛ.";"552-029"
"7254";"ОВД САРГАТСКОГО Р-НА ОМСКОЙ ОБЛ.";"552-030"
"7255";"ОВД СЕДЕЛЬНИКОВСКОГО Р-НА ОМСКОЙ ОБЛ.";"552-031"
"7256";"ОВД ТАВРИЧЕСКОГО Р-НА ОМСКОЙ ОБЛ.";"552-032"
"7257";"ОВД ТАРСКОГО Р-НА ОМСКОЙ ОБЛ.";"552-033"
"7258";"ОВД ТЕВРИЗСКОГО Р-НА ОМСКОЙ ОБЛ.";"552-034"
"7259";"ОВД ТЮКАЛИНСКОГО Р-НА ОМСКОЙ ОБЛ.";"552-035"
"7260";"ОВД УСТЬ-ИШИМСКОГО Р-НА ОМСКОЙ ОБЛ.";"552-036"
"7261";"ОВД ЧЕРЛАКСКОГО Р-НА ОМСКОЙ ОБЛ.";"552-037"
"7262";"ОВД ШЕРБАКУЛЬСКОГО Р-НА ОМСКОЙ ОБЛ.";"552-038"
"7263";"УВД №1 ЦЕНТРАЛЬНОГО АДМИНИСТРАТИВНОГО ОКРУГА Г. ОМСКА";"552-039"
"7317";"МЕЖРАЙОННЫЙ ОУФМС РОССИИ ПО ОРЛОВСКОЙ ОБЛАСТИ";"570-030"
"7319";"ОВД ЗАВОДСКОГО Р-НА Г. ОРЛА";"572-001"
"7320";"ОВД ЖЕЛЕЗНОДОРОЖНОГО Р-НА Г. ОРЛА";"572-002"
"7321";"ОВД СОВЕТСКОГО Р-НА Г. ОРЛА";"572-003"
"7322";"ОВД БОЛХОВСКОГО Р-НА";"572-004"
"7323";"ОВД ВЕРХОВСКОГО Р-НА";"572-005"
"7324";"ОВД ГЛАЗУНОВСКОГО Р-НА";"572-006"
"7325";"ОВД ДМИТРОВСКОГО Р-НА";"572-007"
"7326";"ОВД ДОЛЖАНСКОГО Р-НА";"572-008"
"7327";"ОВД ЗАЛЕГОЩЕНСКОГО Р-НА";"572-009"
"7328";"ОВД ЗНАМЕНСКОГО Р-НА";"572-010"
"7329";"ОВД КОЛПНЯНСКОГО Р-НА";"572-011"
"7330";"ОВД КРАСНОЗОРЕНСКОГО Р-НА";"572-012"
"7331";"ОВД КРОМСКОГО Р-НА";"572-013"
"7332";"ОВД ЛИВЕНСКОГО Р-НА";"572-014"
"7333";"ОВД МАЛОАРХАНГЕЛЬСКОГО Р-НА";"572-015"
"7334";"ОВД МЦЕНСКОГО Р-НА";"572-016"
"7335";"ОВД НОВОДЕРЕВЕНЬКОВСКОГО Р-НА";"572-017"
"7336";"ОВД НОВОСИЛЬСКОГО Р-НА";"572-018"
"7337";"ОВД ОРЛОВСКОГО Р-НА";"572-019"
"7338";"ОВД ПОКРОВСКОГО Р-НА";"572-020"
"7339";"ОВД СВЕРДЛОВСКОГО Р-НА";"572-021"
"7340";"ОВД СОСКОВСКОГО Р-НА";"572-022"
"7341";"ОВД ТРОСНЯНСКОГО Р-НА";"572-023"
"7342";"ОВД УРИЦКОГО Р-НА";"572-024"
"7343";"ОВД ХОТЫНЕЦКОГО Р-НА";"572-025"
"7344";"ОВД ШАБЛЫКИНСКОГО Р-НА";"572-026"
"7345";"ОВД КОРСАКОВСКОГО Р-НА";"572-027"
"7346";"ОВД СЕВЕРНОГО Р-НА Г. ОРЛА";"572-028"
"7383";"РЕЗЕРВ УФМС ПО ОРЕНБУРГСКОЙ ОБЛ.";"560-049"
"7384";"ДЧ АЭРОПОРТА Г. ОРЕНБУРГА";"561-001"
"7385";"ЛЕНИНСКИЙ РОВД Г. ОРЕНБУРГА";"562-001"
"7386";"ПРОМЫШЛЕННЫЙ РОВД Г. ОРЕНБУРГА";"562-002"
"7387";"ЛЕНИНСКИЙ РОВД Г. ОРСКА ОРЕНБУРГСКОЙ ОБЛ.";"562-003"
"7388";"ОКТЯБРЬСКИЙ РОВД Г. ОРСКА ОРЕНБУРГСКОЙ ОБЛ.";"562-004"
"7389";"СОВЕТСКИЙ РОВД Г. ОРСКА ОРЕНБУРГСКОЙ ОБЛ.";"562-005"
"7390";"МЕДНОГОРСКИЙ ГОВД ОРЕНБУРГСКОЙ ОБЛ.";"562-006"
"7391";"НОВОТРОИЦКИЙ ГОВД ОРЕНБУРГСКОЙ ОБЛ.";"562-007"
"7392";"БУГУРУСЛАНСКИЙ ГРОВД ОРЕНБУРГСКОЙ ОБЛ.";"562-008"
"7393";"БУЗУЛУКСКИЙ РОВД ОРЕНБУРГСКОЙ ОБЛ.";"562-009"
"7394";"АБДУЛИНСКИЙ РОВД ОРЕНБУРГСКОЙ ОБЛ.";"562-010"
"7395";"АДАМОВСКИЙ РОВД ОРЕНБУРГСКОЙ ОБЛ.";"562-011"
"7396";"АКБУЛАКСКИЙ РОВД ОРЕНБУРГСКОЙ ОБЛ.";"562-012"
"7397";"АЛЕКСАНДРОВСКИЙ РОВД ОРЕНБУРГСКОЙ ОБЛ.";"562-013"
"7398";"АСЕКЕЕВСКИЙ РОВД ОРЕНБУРГСКОЙ ОБЛ.";"562-014"
"7399";"БЕЛЯЕВСКИЙ РОВД ОРЕНБУРГСКОЙ ОБЛ.";"562-015"
"7400";"ГАЙСКИЙ ГОВД ОРЕНБУРГСКОЙ ОБЛ.";"562-016"
"7401";"ГРАЧЕВСКИЙ РОВД ОРЕНБУРГСКОЙ ОБЛ.";"562-017"
"7402";"ДОМБАРОВСКИЙ РОВД ОРЕНБУРГСКОЙ ОБЛ.";"562-018"
"7403";"ИЛЕКСКИЙ РОВД ОРЕНБУРГСКОЙ ОБЛ.";"562-019"
"7404";"КВАРКЕНСКИЙ РОВД ОРЕНБУРГСКОЙ ОБЛ.";"562-020"
"7405";"КРАСНОГВАРДЕЙСКИЙ РОВД ОРЕНБУРГСКОЙ ОБЛ.";"562-021"
"7406";"КУВАНДЫКСКИЙ РОВД ОРЕНБУРГСКОЙ ОБЛ.";"562-022"
"7407";"КУРМАНАЕВСКИЙ РОВД ОРЕНБУРГСКОЙ ОБЛ.";"562-023"
"7408";"МАТВЕЕВСКИЙ РОВД ОРЕНБУРГСКОЙ ОБЛ.";"562-024"
"7409";"НОВООРСКИЙ РОВД ОРЕНБУРГСКОЙ ОБЛ.";"562-025"
"7410";"НОВОСЕРГИЕВСКИЙ РОВД ОРЕНБУРГСКОЙ ОБЛ.";"562-026"
"7411";"ОКТЯБРЬСКИЙ РОВД ОРЕНБУРГСКОЙ ОБЛ.";"562-027"
"7412";"ОРЕНБУРГСКИЙ РОВД ОРЕНБУРГСКОЙ ОБЛ.";"562-028"
"7413";"ПЕРВОМАЙСКИЙ РОВД ОРЕНБУРГСКОЙ ОБЛ.";"562-029"
"7414";"ПЕРЕВОЛОЦКИЙ РОВД ОРЕНБУРГСКОЙ ОБЛ.";"562-030"
"7415";"ПОНОМАРЕВСКИЙ РОВД ОРЕНБУРГСКОЙ ОБЛ.";"562-031"
"7416";"САКМАРСКИЙ РОВД ОРЕНБУРГСКОЙ ОБЛ.";"562-032"
"7417";"САРАКТАШСКИЙ РОВД ОРЕНБУРГСКОЙ ОБЛ.";"562-033"
"7418";"СВЕТЛИНСКИЙ РОВД ОРЕНБУРГСКОЙ ОБЛ.";"562-034"
"7419";"СЕВЕРНЫЙ РОВД ОРЕНБУРГСКОЙ ОБЛ.";"562-035"
"7420";"СОЛЬ-ИЛЕЦКИЙ РОВД ОРЕНБУРГСКОЙ ОБЛ.";"562-036"
"7421";"СОРОЧИНСКИЙ РОВД ОРЕНБУРГСКОЙ ОБЛ.";"562-037"
"7422";"ТАШЛИНСКИЙ РОВД ОРЕНБУРГСКОЙ ОБЛ.";"562-038"
"7423";"ТОЦКИЙ РОВД ОРЕНБУРГСКОЙ ОБЛ.";"562-039"
"7424";"ТЮЛЬГАНСКИЙ РОВД ОРЕНБУРГСКОЙ ОБЛ.";"562-040"
"7425";"ШАРЛЫКСКИЙ РОВД ОРЕНБУРГСКОЙ ОБЛ.";"562-041"
"7426";"ЯСНЕНСКИЙ ГОВД ОРЕНБУРГСКОЙ ОБЛ.";"562-042"
"7427";"УВД Г. ОРСКА ОРЕНБУРГСКОЙ ОБЛ.";"562-043"
"7428";"ЦЕНТРАЛЬНЫЙ РОВД Г. ОРЕНБУРГА";"562-044"
"7429";"ДЗЕРЖИНСКИЙ РОВД Г. ОРЕНБУРГА";"562-045"
"7430";"1 ОМ ЛЕНИНСКОГО РАЙОННОГО ОТДЕЛА ВНУТРЕННИХ ДЕЛ Г. ОРЕНБУРГА";"563-001"
"7431";"2 ОМ ЛЕНИНСКОГО РАЙОННОГО ОТДЕЛА ВНУТРЕННИХ ДЕЛ Г. ОРЕНБУРГА";"563-002"
"7432";"ОМ П. ЭНЕРГЕТИК НОВООРСКОГО РОВД ОРЕНБУРГСКОЙ ОБЛ.";"563-003"
"7433";"РЕЗЕРВ УВД ОРЕНБУРГСКОЙ ОБЛ.";"563-004"
"7459";"ОУФМС РОССИИ ПО ПЕРСКОМУ КРАЮ В НЫТВЕНСКОМ Р-НЕ (С МЕСТОМ ДИСЛОКАЦИИ В П. УРАЛЬСКИЙ)";"590-036"
"7466";"ОТДЕЛ УФМС РОССИИ ПО ПЕРМСКОМУ КРАЮ В ПЕРМСКОМ Р-НЕ";"590-043"
"7467";"ОТДЕЛ УФМС РОССИИ ПО ПЕРМСКОМУ КРАЮ В ПЕРМСКОМ Р-НЕ";"590-044"
"7468";"ОТДЕЛЕНИЕ УФМС РОССИИ ПО ПЕРМСКОМУ КРАЮ В ПЕРМСКОМ Р-НЕ В ПОС. УСТЬ-КАЧКА";"590-045"
"7469";"ОТДЕЛ УФМС РОССИИ ПО ПЕРМСКОМУ КРАЮ В ПЕРМСКОМ Р-НЕ";"590-046"
"7478";"ОТДЕЛЕНИЕ УФМС РОССИИ ПО ПЕРМСКОМУ КРАЮ В ЧЕРДЫНСКОМ Р-НЕ";"590-055"
"7479";"ОТДЕЛЕНИЕ УФМС РОССИИ ПО ПЕРМСКОМУ КРАЮ В ЧЕРДЫНСКОМ Р-НЕ";"590-056"
"7482";"ОУФМС РОССИИ ПО ПЕРМСКОМУ КРАЮ В Г. ЧУСОВОЙ";"590-059"
"7486";"ТП УФМС РОССИИ ПО ПЕРМСКОМУ КРАЮ В ЮСЬВИНСКОМ Р-НЕ";"590-063"
"7491";"ТП УФМС РОССИИ ПО ПЕРМСКОМУ КРАЮ В ГАЙНСКОМ Р-НЕ С ДИСЛОКАЦИЕЙ В ПОС. УСТЬ-ЧЕРНАЯ";"590-068"
"7492";"ТП УФМС РОССИИ ПО ПЕРМСКОМУ КРАЮ В УИНСКОМ Р-НЕ";"590-069"
"7493";"УФМС РОССИИ ПО ПЕРМСКОМУ КРАЮ Г.ПЕРМИ";"591-001"
"7494";"ОВД ДЗЕРЖИНСКОГО Р-НА Г. ПЕРМИ";"592-001"
"7495";"УВД ИНДУСТРИАЛЬНОГО Р-НА Г. ПЕРМИ";"592-002"
"7496";"ОВД КИРОВСКОГО Р-НА Г. ПЕРМИ";"592-003"
"7497";"УВД ЛЕНИНСКОГО Р-НА Г. ПЕРМИ";"592-004"
"7498";"УВД МОТОВИЛИХИНСКОГО Р-НА Г. ПЕРМИ";"592-005"
"7499";"ОВД ОРДЖОНИКИДЗЕВСКОГО Р-НА Г. ПЕРМИ";"592-006"
"7500";"УВД СВЕРДЛОВСКОГО Р-НА Г. ПЕРМИ";"592-007"
"7501";"ОВД Г. АЛЕКСАНДРОВСКА ПЕРМСКОЙ ОБЛ.";"592-008"
"7502";"ОВД БАРДЫМСКОГО Р-НА ПЕРМСКОЙ ОБЛ.";"592-009"
"7503";"ОВД БЕРЕЗОВСКОГО Р-НА ПЕРМСКОЙ ОБЛ.";"592-010"
"7504";"УВД Г. БЕРЕЗНИКИ ПЕРМСКОЙ ОБЛ.";"592-011"
"7505";"ОВД БОЛЬШЕ-СОСНОВСКОГО Р-НА ПЕРМСКОЙ ОБЛ.";"592-012"
"7506";"ОВД ВЕРЕЩАГИНСКОГО Р-НА ПЕРМСКОЙ ОБЛ.";"592-013"
"7507";"ОВД ГОРНОЗАВОДСКОГО Р-НА ПЕРМСКОЙ ОБЛ.";"592-014"
"7508";"ОВД ГРЕМЯЧИНСКОГО Р-НА ПЕРМСКОЙ ОБЛ.";"592-015"
"7509";"ОВД Г. ГУБАХИ ПЕРМСКОЙ ОБЛ.";"592-016"
"7510";"ОВД Г. ДОБРЯНКИ ПЕРМСКОЙ ОБЛ.";"592-017"
"7511";"ОВД ЕЛОВСКОГО Р-НА ПЕРМСКОЙ ОБЛ.";"592-018"
"7512";"ОВД ИЛЬИНСКОГО Р-НА ПЕРМСКОЙ ОБЛ.";"592-019"
"7513";"ОВД КАРАГАЙСКОГО Р-НА ПЕРМСКОЙ ОБЛ.";"592-020"
"7514";"ОВД КИЗЕЛОВСКОГО Р-НА ПЕРМСКОЙ ОБЛ.";"592-021"
"7515";"ОВД КИШЕРТСКОГО Р-НА ПЕРМСКОЙ ОБЛ.";"592-022"
"7516";"ОВД Г. КРАСНОКАМСКА ПЕРМСКОЙ ОБЛ.";"592-023"
"7517";"ОВД КРАСНОВИШЕРСКОГО Р-НА ПЕРМСКОЙ ОБЛ.";"592-024"
"7518";"ОВД КУЕДИНСКОГО Р-НА ПЕРМСКОЙ ОБЛ.";"592-025"
"7519";"УВД Г. КУНГУРА И КУНГУРСКОГО Р-НА ПЕРМСКОЙ ОБЛ.";"592-026"
"7520";"ОВД Г. ЛЫСЬВЫ ПЕРМСКОЙ ОБЛ.";"592-027"
"7521";"ОВД НЫТВЕНСКОГО Р-НА ПЕРМСКОЙ ОБЛ.";"592-028"
"7522";"ОВД ОКТЯБРЬСКОГО Р-НА ПЕРМСКОЙ ОБЛ.";"592-029"
"7523";"ОВД ОРДИНСКОГО Р-НА ПЕРМСКОЙ ОБЛ.";"592-030"
"7524";"ОВД ОСИНСКОГО Р-НА ПЕРМСКОЙ ОБЛ.";"592-031"
"7525";"ОВД ОХАНСКОГО Р-НА ПЕРМСКОЙ ОБЛ.";"592-032"
"7526";"ОВД ОЧЕРСКОГО Р-НА ПЕРМСКОЙ ОБЛ.";"592-033"
"7527";"ОВД ПЕРМСКОГО Р-НА ПЕРМСКОЙ ОБЛ.";"592-034"
"7528";"ОВД СИВИНСКОГО Р-НА ПЕРМСКОЙ ОБЛ.";"592-035"
"7529";"УВД Г. СОЛИКАМСКА ПЕРМСКОЙ ОБЛ.";"592-036"
"7530";"ОВД СУКСУНСКОГО Р-НА ПЕРМСКОЙ ОБЛ.";"592-037"
"7531";"ОВД УИНСКОГО Р-НА ПЕРМСКОЙ ОБЛ.";"592-038"
"7532";"ОВД УСОЛЬСКОГО Р-НА ПЕРМСКОЙ ОБЛ.";"592-039"
"7533";"ОВД Г. ЧАЙКОВСКИЙ ПЕРМСКОЙ ОБЛ.";"592-040"
"7534";"ОВД ЧАСТИНСКОГО Р-НА ПЕРМСКОЙ ОБЛ.";"592-041"
"7535";"ОВД ЧЕРДЫНСКОГО Р-НА ПЕРМСКОЙ ОБЛ.";"592-042"
"7536";"ОВД ЧЕРНУШИНСКОГО Р-НА ПЕРМСКОЙ ОБЛ.";"592-043"
"7537";"ОВД Г. ЧУСОВОГО ПЕРМСКОЙ ОБЛ.";"592-044"
"7538";"ВЕРХНЕГОРОДКОВСКИЙ ПОМ ЧУСОВСКОГО ОТДЕЛА ВНУТРЕННИХ ДЕЛ ПЕРМСКОЙ ОБЛ.";"593-001"
"7539";"КЕРЧЕВСКИЙ ПОМ ЧЕРДЫНСКОГО ОТДЕЛА ВНУТРЕННИХ ДЕЛ ПЕРМСКОЙ ОБЛ.";"593-005"
"7540";"НЫРОБСКИЙ ПОМ ЧЕРДЫНСКОГО ОТДЕЛА ВНУТРЕННИХ ДЕЛ ПЕРМСКОЙ ОБЛ.";"593-006"
"7541";"КУКУШТАНСКИЙ ПОМ ПЕРМСКОГО ОТДЕЛА ВНУТРЕННИХ ДЕЛ ПЕРМСКОЙ ОБЛ.";"593-007"
"7542";"СЫЛВЕНСКИЙ ПОМ ПЕРМСКОГО ОТДЕЛА ВНУТРЕННИХ ДЕЛ ПЕРМСКОЙ ОБЛ.";"593-008"
"7543";"УСТЬ-КАЧКИНСКОЕ ПОМ ПЕРМСКОГО ОТДЕЛА ВНУТРЕННИХ ДЕЛ ПЕРМСКОЙ ОБЛ.";"593-009"
"7544";"ЮГОКАМСКИЙ ПОМ ПЕРМСКОГО ОТДЕЛА ВНУТРЕННИХ ДЕЛ ПЕРМСКОЙ ОБЛ.";"593-010"
"7545";"КЫНОВСКИЙ ТПМ ЛЫСЬВЕНСКОГО ОТДЕЛА ВНУТРЕННИХ ДЕЛ ПЕРМСКОЙ ОБЛ.";"593-011"
"7546";"НОВО-ЛЯДОВСКИЙ ТПМ СВЕРДЛОВСКОГО УВД Г. ПЕРМИ";"593-012"
"7547";"ПОЛАЗНЕНСКОЕ ОМ ДОБРЯНСКОГО ГОВД ПЕРМСКОЙ ОБЛ.";"593-013"
"7548";"ТЕПЛОГОРОДСКОЕ ПОМ ГОРНОЗАВОДСКОГО ОТДЕЛА ВНУТРЕННИХ ДЕЛ ПЕРМСКОЙ ОБЛ.";"593-014"
"7549";"ШУМИХИНСКОЕ ТПМ ГРЕМЯЧИНСКОГО ОТДЕЛА ВНУТРЕННИХ ДЕЛ ПЕРМСКОЙ ОБЛ.";"593-015"
"7550";"УРАЛЬСКОЕ ПОМ НЫТВЕНСКОГО ОТДЕЛА ВНУТРЕННИХ ДЕЛ ПЕРМСКОЙ ОБЛ.";"593-016"
"7551";"ЧЕРМОЗСКИЙ ПОМ ИЛЬИНСКОГО ОТДЕЛА ВНУТРЕННИХ ДЕЛ ПЕРМСКОЙ ОБЛ.";"593-017"
"7552";"ЯЙВИНСКОЕ ПОМ АЛЕКСАНДРОВСКОГО ОТДЕЛА ВНУТРЕННИХ ДЕЛ ПЕРМСКОЙ ОБЛ.";"593-018"
"7578";"УПРАВЛЕНИЕ ВНУТРЕННИХ ДЕЛ ПО ПСКОВСКОЙ ОБЛАСТИ";"601-001"
"7579";"УПРАВЛЕНИЕ ВНУТРЕННИХ ДЕЛ ГОРОДА ПСКОВА";"602-001"
"7580";"ГОРОДСКОЙ ОТДЕЛ ВНУТРЕННИХ ДЕЛ ГОРОДА ВЕЛИКИЕ ЛУКИ ПСКОВСКОЙ ОБЛАСТИ";"602-002"
"7581";"ОТДЕЛ ВНУТРЕННИХ ДЕЛ БЕЖАНИЦКОГО РАЙОНА ПСКОВСКОЙ ОБЛАСТИ";"602-003"
"7582";"ОТДЕЛ ВНУТРЕННИХ ДЕЛ ВЕЛИКОЛУКСКОГО РАЙОНА ПСКОВСКОЙ ОБЛАСТИ";"602-004"
"7583";"ОТДЕЛ ВНУТРЕННИХ ДЕЛ ГДОВСКОГО РАЙОНА ПСКОВСКОЙ ОБЛАСТИ";"602-005"
"7584";"ОВД ДЕДОВИЧСКОГО Р-НА";"602-006"
"7585";"ОТДЕЛ ВНУТРЕННИХ ДЕЛ ДНОВСКОГО РАЙОНА ПСКОВСКОЙ ОБЛАСТИ";"602-007"
"7586";"ОТДЕЛ ВНУТРЕННИХ ДЕЛ КРАСНОГОРОДСКОГО РАЙОНА ПСКОВСКОЙ ОБЛАСТИ";"602-008"
"7587";"ОТДЕЛ ВНУТРЕННИХ ДЕЛ КУНЬИНСКОГО РАЙОНА ПСКОВСКОЙ ОБЛАСТИ";"602-009"
"7588";"Отдел внутренних дел Локнянского района Псковской области";"602-010"
"7589";"ОТДЕЛ ВНУТРЕННИХ ДЕЛ НЕВЕЛЬСКОГО РАЙОНА ПСКОВСКОЙ ОБЛАСТИ";"602-011"
"7590";"ОТДЕЛ ВНУТРЕННИХ ДЕЛ НОВОРЖЕВСКОГО РАЙОНА ПСКОВСКОЙ ОБЛАСТИ";"602-012"
"7591";"ОТДЕЛ ВНУТРЕННИХ ДЕЛ НОВОСОКОЛЬНИЧЕСКОГО РАЙОНА ПСКОВСКОЙ ОБЛАСТИ";"602-013"
"7592";"ОТДЕЛ ВНУТРЕННИХ ДЕЛ ОПОЧЕЦКОГО РАЙОНА ПСКОВСКОЙ ОБЛАСТИ";"602-014"
"7593";"ОТДЕЛ ВНУТРЕННИХ ДЕЛ ГОР. ОСТРОВА И ОСТРОВСКОГО РАЙОНА ПСКОВСКОЙ ОБЛАСТИ";"602-015"
"7594";"ОТДЕЛ ВНУТРЕННИХ ДЕЛ ПАЛКИНСКОГО РАЙОНА ПСКОВСКОЙ ОБЛАСТИ";"602-016"
"7595";"ОТДЕЛ ВНУТРЕННИХ ДЕЛ ПЕЧОРСКОГО РАЙОНА ПСКОВСКОЙ ОБЛАСТИ";"602-017"
"7596";"ОТДЕЛ ВНУТРЕННИХ ДЕЛ ПЛЮССКОГО РАЙОНА ПСКОВСКОЙ ОБЛАСТИ";"602-018"
"7597";"ОТДЕЛ ВНУТРЕННИХ ДЕЛ ПОРХОВСКОГО РАЙОНА ПСКОВСКОЙ ОБЛАСТИ";"602-019"
"7598";"ОТДЕЛ ВНУТРЕННИХ ДЕЛ ПСКОВСКОГО РАЙОНА ПСКОВСКОЙ ОБЛАСТИ";"602-020"
"7599";"ОТДЕЛ ВНУТРЕННИХ ДЕЛ ПУСТОШКИНСКОГО РАЙОНА ПСКОВСКОЙ ОБЛАСТИ";"602-021"
"7600";"ОТДЕЛ ВНУТРЕННИХ ДЕЛ ПУШКИНОГОРСКОГО РАЙОНА ПСКОВСКОЙ ОБЛАСТИ";"602-022"
"7601";"ОТДЕЛ ВНУТРЕННИХ ДЕЛ ПЫТАЛОВСКОГО РАЙОНА ПСКОВСКОЙ ОБЛАСТИ";"602-023"
"7602";"ОТДЕЛ ВНУТРЕННИХ ДЕЛ СЕБЕЖСКОГО РАЙОНА ПСКОВСКОЙ ОБЛАСТИ";"602-024"
"7603";"ОТДЕЛ ВНУТРЕННИХ ДЕЛ СТРУГОКРАСНЕНСКОГО РАЙОНА ПСКОВСКОЙ ОБЛАСТИ";"602-025"
"7604";"ОТДЕЛ ВНУТРЕННИХ ДЕЛ  УСВЯТСКОГО РАЙОНА ПСКОВСКОЙ ОБЛАСТИ";"602-026"
"7669";"УФМС РОССИИ ПО РОСТОВСКОЙ ОБЛ.";"610-066"
"7670";"ГУВД РОСТОВСКОЙ ОБЛ.";"611-001"
"7671";"ОМ-1 Г. ТАГАНРОГА РОСТОВСКОЙ ОБЛ.";"612-001"
"7672";"ОМ-2 Г. ТАГАНРОГА РОСТОВСКОЙ ОБЛ.";"612-002"
"7673";"ОМ-3 Г. ТАГАНРОГА РОСТОВСКОЙ ОБЛ.";"612-003"
"7674";"ОВД ЖЕЛЕЗНОДОРОЖНОГО Р-НА Г. РОСТОВА-НА-ДОНУ";"612-004"
"7675";"ОВД СОВЕТСКОГО Р-НА Г. РОСТОВА-НА-ДОНУ";"612-005"
"7676";"ПЕРВЫЙ ОТДЕЛ МИЛИЦИИ УВД Г. ШАХТЫ РОСТОВСКОЙ ОБЛ.";"612-006"
"7677";"ВТОРОЙ ОТДЕЛ МИЛИЦИИ УВД Г. ШАХТЫ РОСТОВСКОЙ ОБЛ.";"612-007"
"7678";"ОТДЕЛ УФМС РОССИ ПО РОСТОВСКОЙ ОБЛ. Г. ШАХТЫ";"612-008"
"7679";"ОМ-1 Г. НОВОЧЕРКАССКА РОСТОВСКОЙ ОБЛ.";"612-009"
"7680";"ОМ-2 Г. НОВОЧЕРКАССКА РОСТОВСКОЙ ОБЛ.";"612-010"
"7681";"ДОНСКОЙ ПОМ ОМ-2 Г. НОВОЧЕРКАССКА РОСТОВСКОЙ ОБЛ.";"612-011"
"7682";"ГОМ-1 ОВД Г. НОВОШАХТИНСКА РОСТОВСКОЙ ОБЛ.";"612-012"
"7683";"ОВД ВЕСЕЛОВСКОГО Р-НА РОСТОВСКОЙ ОБЛ.";"612-013"
"7684";"СПИСАНА НА 01.01.2003 РОСТОВСКОЙ ОБЛ.";"612-014"
